survey,last3letters,var_names,n_waves,which_waves,n_different_var_label,var_label_across_waves,n_different_value_labels,value_labels_across_waves,n_different_var_type,var_type_across_waves
Health,083,ch07a083; ch08b083; ch09c083; ch10d083; ch11e083; ch12f083; ch13g083; ch15h083; ch16i083; ch17j083; ch18k083; ch19l083; ch20m083,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,high cholesterol content in blood -- AND --  high cholesterol content in blood -- AND -- Has a physician told you this last year that you suffer from: high cholesterol content in blood,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,084,ch07a084; ch08b084; ch09c084; ch10d084; ch11e084; ch12f084; ch13g084; ch15h084; ch16i084; ch17j084; ch18k084; ch19l084; ch20m084,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,a stroke or brain infarction or a disease affecting the blood vessels -- AND --  a stroke or brain infarction or a disease affecting the blood vessels -- AND -- Has a physician told you this last year that you suffer from: a stroke or brain infarction or a disease affecting the blood vessels in the brain,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,085,ch07a085; ch08b085; ch09c085; ch10d085; ch11e085; ch12f085; ch13g085; ch15h085; ch16i085; ch17j085; ch18k085; ch19l085; ch20m085,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,diabetes or a too high blood sugar level -- AND --  diabetes or a too high blood sugar level -- AND -- Has a physician told you this last year that you suffer from: diabetes or a too high blood sugar level,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,086,ch07a086; ch08b086; ch09c086; ch10d086; ch11e086; ch12f086; ch13g086; ch15h086; ch16i086; ch17j086; ch18k086; ch19l086; ch20m086,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,chronic lung disease such as chronic bronchitis or emphysema -- AND --  chronic lung disease such as chronic bronchitis or emphysema -- AND -- Has a physician told you this last year that you suffer from: a chronic lung disease such as chronic bronchitis or emphysema -- AND -- a chronic lung disease such as chronic bronchitis or emphysema,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,087,ch07a087; ch08b087; ch09c087; ch10d087; ch11e087; ch12f087; ch13g087; ch15h087; ch16i087; ch17j087; ch18k087; ch19l087; ch20m087,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,asthma -- AND --  asthma -- AND -- Has a physician told you this last year that you suffer from: asthma,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,088,ch07a088; ch08b088; ch09c088; ch10d088; ch11e088; ch12f088; ch13g088; ch15h088; ch16i088; ch17j088; ch18k088; ch19l088; ch20m088,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,"arthritis, including osteoarthritis, or rheumatism, bone decalcification -- AND --  arthritis, including osteoarthritis, or rheumatism, bone decalcification -- AND -- Has a physician told you this last year that you suffer from: arthritis, including osteoarthritis, or rheumatism, bone decalcification or osteoporosis",2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,089,ch07a089; ch08b089; ch09c089; ch10d089; ch11e089; ch12f089; ch13g089; ch15h089; ch16i089; ch17j089; ch18k089; ch19l089; ch20m089,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,"cancer or malignant tumor, including leukemia or lymphoma -- AND --  cancer or malignant tumor, including leukemia or lymphoma -- AND -- cancer or malignant tumor, including leukemia or lymphoma, but excluding less serious forms of skin cancer -- AND -- Has a physician told you this last year that you suffer from: cancer or malignant tumor, including leukemia or lymphoma, but excluding less serious forms of skin cancer",2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,090,ch07a090; ch08b090; ch09c090; ch10d090; ch11e090; ch12f090; ch13g090; ch15h090; ch16i090; ch17j090; ch18k090; ch19l090; ch20m090,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,"a gastric ulcer or duodenal ulcer -- AND --  a gastric ulcer or duodenal ulcer -- AND -- Has a physician told you this last year that you suffer from: a gastric ulcer or duodenal ulcer, peptic ulcer",2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,091,ch07a091; ch08b091; ch09c091; ch10d091; ch11e091; ch12f091; ch13g091; ch15h091; ch16i091; ch17j091; ch18k091; ch19l091; ch20m091,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,Parkinson's disease -- AND --  Parkinson's disease -- AND -- Has a physician told you this last year that you suffer from: Parkinson’s disease,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,092,ch07a092; ch08b092; ch09c092; ch10d092; ch11e092; ch12f092; ch13g092; ch15h092; ch16i092; ch17j092; ch18k092; ch19l092; ch20m092,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,cataract -- AND --  cataract -- AND -- Has a physician told you this last year that you suffer from: cataract,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,093,ch07a093; ch08b093; ch09c093; ch10d093; ch11e093; ch12f093; ch13g093; ch15h093; ch16i093; ch17j093; ch18k093; ch19l093; ch20m093,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,a broken hip or thigh bone -- AND --  a broken hip or thigh bone -- AND -- Has a physician told you this last year that you suffer from: a broken hip or thigh bone,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,094,ch07a094; ch08b094; ch09c094; ch10d094; ch11e094; ch12f094; ch13g094; ch15h094; ch16i094; ch17j094; ch18k094; ch19l094; ch20m094,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,another fracture -- AND --  another fracture -- AND -- Has a physician told you this last year that you suffer from: another fracture,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,095,ch07a095; ch08b095; ch09c095; ch10d095; ch11e095; ch12f095; ch13g095; ch15h095; ch16i095; ch17j095; ch18k095; ch19l095; ch20m095,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,"Alzheimer, dementia, organic brain syndrome, senility -- AND --  Alzheimer, dementia, organic brain syndrome, senility -- AND -- Alzheimer, dementia, organic brain syndrome, senility, or another serious memory problem -- AND -- Has a physician told you this last year that you suffer from: Alzheimer, dementia, organic brain syndrome, senility, or another serious memory problem",2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,096,ch07a096; ch08b096; ch09c096; ch10d096; ch11e096; ch12f096; ch13g096; ch15h096; ch16i096; ch17j096; ch18k096; ch19l096; ch20m096,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,"benign tumor (skin tumor, polyps, angioma) -- AND --  benign tumor (skin tumor, polyps, angioma) -- AND -- Has a physician told you this last year that you suffer from: benign tumor (skin tumor, polyps, angioma)",2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,097,ch07a097; ch08b097; ch09c097; ch10d097; ch11e097; ch12f097; ch13g097; ch15h097; ch16i097; ch17j097; ch18k097; ch19l097; ch20m097,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,other afflictions not yet mentioned -- AND --  other afflictions not yet mentioned -- AND -- Has a physician told you this last year that you suffer from: other afflictions not yet mentioned,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,098,ch07a098; ch08b098; ch09c098; ch10d098; ch11e098; ch12f098; ch13g098; ch15h098; ch16i098; ch17j098; ch18k098; ch19l098; ch20m098,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,no diseases / problems -- AND --  no diseases / problems -- AND -- Has a physician told you this last year that you suffer from: no diseases / problems,2,"c(no = 0, yes = 1) -- AND -- c(` no` = 0, ` yes` = 1)",1,categorical
Health,099,ch07a099; ch08b099; ch09c099; ch10d099; ch11e099; ch12f099; ch13g099; ch15h099; ch16i099; ch17j099; ch18k099; ch19l099; ch20m099,13,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",2,"How many days during the last month were you unable to go to work, perform housekeeping work or attend school, due to disease? -- AND --  How many days during the last month were you unable to go to work, perform housekeeping work or attend school, due to disease?",2,"c(`0 days` = 1, `1 or 2 days` = 2, `3 to 5 days` = 3, `5 to 10 days` = 4, `more than 10 days` = 5) -- AND -- c(` 0 days` = 1, ` 1 or 2 days` = 2, ` 3 to 5 days` = 3, ` 5 to 10 days` = 4, ` more than 10 days` = 5)",1,categorical
Health,100,ch08b100; ch09c100; ch10d100; ch11e100; ch12f100; ch13g100; ch15h100; ch16i100; ch17j100; ch18k100; ch19l100; ch20m100,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",2,"At this moment, do you go to work as normal, or do you not or only partly go to work on account of your health? -- AND --  At this moment, do you go to work as normal, or do you not or only partly go to work on account of your health?",3,"c(`I work as normal (full-time or part-time)` = 1, `I work, but on account of my health I do not work a full working week` = 2, `I do not work on account of my health` = 3, `I do not work for another reason` = 4) -- AND -- c(` I work as normal (full-time or part-time)` = 1, ` I work, but on account of my health I do not work a full working week` = 2, ` I do not work on account of my health` = 3, ` I do not work for another reason` = 4) -- AND -- c(`I work as normal (full-time or part-time)` = 1, `I work, but because of my health I do not work a full working week` = 2, `I do not work because of my health` = 3, `I do not work for another reason` = 4)",1,categorical
Health,101,ch08b101; ch09c101; ch10d101; ch11e101; ch12f101; ch13g101; ch15h101; ch16i101; ch17j101; ch18k101; ch19l101; ch20m101,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",5,For how long have you not been working  number of months -- AND --  For how long have you not been working:  number of months -- AND -- For how long have you not been working:  number of months -- AND --  For how long have you not been working [fully]:  number of months -- AND -- For how long have you not been working: number of months,1,NULL,1,numeric
Health,102,ch08b102; ch09c102; ch10d102; ch11e102; ch12f102; ch13g102; ch15h102; ch16i102; ch17j102; ch18k102; ch19l102; ch20m102,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",5,For how long have you not been working  number of weeks -- AND --  For how long have you not been working:  number of weeks -- AND -- For how long have you not been working:  number of weeks -- AND --  For how long have you not been working [fully]:  number of weeks -- AND -- For how long have you not been working: number of weeks,1,NULL,1,numeric
Health,103,ch08b103; ch09c103; ch10d103; ch11e103; ch12f103; ch13g103; ch15h103; ch16i103; ch17j103; ch18k103; ch19l103; ch20m103,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",5,For how long have you not been working  number of days -- AND --  For how long have you not been working:  number of days -- AND -- For how long have you not been working:  number of days -- AND --  For how long have you not been working [fully]:  number of days -- AND -- For how long have you not been working: number of days,1,NULL,1,numeric
Health,104,ch08b104; ch09c104; ch10d104; ch11e104; ch12f104; ch13g104; ch15h104; ch16i104; ch17j104; ch18k104; ch19l104; ch20m104,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",2,Can you indicate what kind of health problems or what kind of affliction you are suffering from? -- AND --  Can you indicate what kind of health problems or what kind of affliction you are suffering from?,2,"c(`normal flu, minor accident, sports injury or comparable` = 1, `more serious physical complaints` = 2, `non-physical complaints` = 3, `both physical and non-physical complaints` = 4) -- AND -- c(` normal flu, minor accident, sports injury or comparable` = 1, ` more serious physical complaints` = 2, ` non-physical complaints` = 3, ` both physical and non-physical complaints` = 4)",1,categorical
Health,105,ch08b105; ch09c105; ch10d105; ch11e105; ch12f105; ch13g105; ch15h105; ch16i105; ch17j105; ch18k105; ch19l105; ch20m105,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,To what extent does your health trouble you in performing your work? -- AND --  To what extent does your health trouble you in performing your work? -- AND -- To what extent does your health trouble you in your work?,2,"c(`I can do my work without any trouble` = 1, `Doing my work causes me some trouble` = 2, `Doing my work causes me a lot of trouble` = 3, `I can no longer do my work at all` = 4) -- AND -- c(` I can do my work without any trouble` = 1, ` Doing my work causes me some trouble` = 2, ` Doing my work causes me a lot of trouble` = 3, ` I can no longer do my work at all` = 4)",1,categorical
Health,106,ch08b106; ch09c106; ch10d106; ch11e106; ch12f106; ch13g106; ch15h106; ch16i106; ch17j106; ch18k106; ch19l106; ch20m106,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",2,Is there (other) paid work you could do that would cause you less or no trouble? -- AND --  Is there (other) paid work you could do that would cause you less or no trouble?,2,"c(`There is (other) work in which my health would not cause me trouble` = 1, `There is (other) work in which my health would cause me less trouble` = 2, `My health would cause me just as much trouble in other work activities` = 3) -- AND -- c(` There is (other) work in which my health would not cause me trouble` = 1, ` There is (other) work in which my health would cause me less trouble` = 2, ` My health would cause me just as much trouble in other work activities` = 3)",1,categorical
Health,107,ch08b107; ch09c107; ch10d107; ch11e107; ch12f107; ch13g107; ch15h107; ch16i107; ch17j107; ch18k107; ch19l107; ch20m107,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,For how long have you been suffering from your health problems  number of years -- AND --  For how long have you been suffering from your health problems:  number of years -- AND -- For how long have you been suffering from your health problems:  number of years -- AND -- For how long have you been suffering from your health problems: number of years,1,NULL,1,numeric
Health,108,ch08b108; ch09c108; ch10d108; ch11e108; ch12f108; ch13g108; ch15h108; ch16i108; ch17j108; ch18k108; ch19l108; ch20m108,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,For how long have you been suffering from your health problems  number of months -- AND --  For how long have you been suffering from your health problems:  number of months -- AND -- For how long have you been suffering from your health problems:  number of months -- AND -- For how long have you been suffering from your health problems: number of months,1,NULL,1,numeric
Health,109,ch08b109; ch09c109; ch10d109; ch11e109; ch12f109; ch13g109; ch15h109; ch16i109; ch17j109; ch18k109; ch19l109; ch20m109,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,For how long have you been suffering from your health problems  number of weeks -- AND --  For how long have you been suffering from your health problems:  number of weeks -- AND -- For how long have you been suffering from your health problems:  number of weeks -- AND -- For how long have you been suffering from your health problems: number of weeks,1,NULL,1,numeric
Health,110,ch08b110; ch09c110; ch10d110; ch11e110; ch12f110; ch13g110; ch15h110; ch16i110; ch17j110; ch18k110; ch19l110; ch20m110,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",4,For how long have you been suffering from your health problems  number of days -- AND --  For how long have you been suffering from your health problems:  number of days -- AND -- For how long have you been suffering from your health problems:  number of days -- AND -- For how long have you been suffering from your health problems: number of days,1,NULL,1,numeric
Health,111,ch08b111; ch09c111; ch10d111; ch11e111; ch12f111; ch13g111; ch15h111; ch16i111; ch17j111; ch18k111; ch19l111; ch20m111,12,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020",3,"Were your health problems caused by the type of work activities of your current job -- AND --  Were your health problems caused by the type of work activities of your current job -- AND -- Were your health problems caused by the type of work activities of your current job, or of your former job, or do your health problems have nothing to do with work?",2,"c(`caused by work activities of my current job` = 1, `caused by my former work activities` = 2, `caused by both my current and former work activities` = 3, `has nothing to do with my work` = 4) -- AND -- c(` caused by work activities of my current job` = 1, ` caused by my former work activities` = 2, ` caused by both my current and former work activities` = 3, ` has nothing to do with my work` = 4)",1,categorical
